来源：hk.jobsdb.com,生成时间：2026-06-13 21:22:47,申请总数：43,记录总数：2171
序号,公司,职位,状态,来源,薪资,记录时间
229,Forida Limited,AI Agentic Consultant,skipped_reject,SavedSearch:ai,,2026-06-13 09:54:12
230,Hong Kong Exchanges & Clearing Ltd,Systems Development Manager (Generative AI) - AVP - AI Systems - IT,skipped_reject,SavedSearch:ai,,2026-06-13 09:54:30
231,Crossings Executive Search,AI Platform Development Lead,skipped_reject,SavedSearch:ai,,2026-06-13 09:54:54
232,Pinpoint Asia,AI Platform Lead | GenAI & MLOps | Top Financial Firm - J12838,skipped_reject,SavedSearch:ai,,2026-06-13 09:55:46
233,WSP (Asia) Limited,Senior Consultant (AI and Digital),skipped_reject,SavedSearch:ai,,2026-06-13 09:56:02
234,Pergamon Labs,Knowledge Engineer for AI System - Financial Disclosure Automation,skipped_reject,SavedSearch:ai,,2026-06-13 09:56:17
235,Geek Plus International Company Limited,AI Project Solutions Consultant,skipped_reject,SavedSearch:ai,,2026-06-13 09:56:28
236,Manpower Services (Hong Kong) Limited,(Vancouver) Senior Developer (AI/ML Software Development),skipped_reject,SavedSearch:ai,,2026-06-13 09:56:41
237,Recruit Squad Limited,AI Platform Lead,skipped_reject,SavedSearch:ai,,2026-06-13 09:56:54
238,Page Executive,Head of Product - AI & Agent (Web3),skipped_reject,SavedSearch:ai,,2026-06-13 09:57:09
239,Recruit Squad Limited,AI/ML Machine Learning Manager,skipped_reject,SavedSearch:ai,,2026-06-13 09:57:25
240,Robert Walters (HK) Ltd,"Data Scientist GenAI, Global Markets",skipped_reject,SavedSearch:ai,,2026-06-13 09:57:39
241,Vita Green Health Products Company Limited,[ To Be Defined By You - AI-Powered Marketing Talents ],skipped_reject,SavedSearch:ai,,2026-06-13 09:57:51
242,Beijing Normal-Hong Kong Baptist University (BNBU),Professor/Associate Professor in Computer Science and Technology,skipped_reject,SavedSearch:ai,,2026-06-13 09:58:04
243,Beijing Normal-Hong Kong Baptist University (BNBU),Professor / Associate Professor / Assistant Professor in Data Science,skipped_reject,SavedSearch:ai,,2026-06-13 09:58:19
244,Career International AP (Hong Kong) Limited,Head of Quantitative Trade,skipped_reject,SavedSearch:ai,,2026-06-13 09:58:37
245,Cayuga Limited,Quantitative Developer,skipped_reject,SavedSearch:ai,,2026-06-13 09:58:49
246,Hong Kong Applied Science and Technology Research Institute Company Limited,"Senior Lead Engineer/Lead Engineer, Digital IC Design",skipped_applied,SavedSearch:ai,,2026-06-13 09:58:49
247,愛佩儀傳感信息科技有限公司,Optics & Analog Hardware Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 09:59:09
248,Hong Kong Applied Science and Technology Research Institute Company Limited,"Director, RFS",skipped_applied,SavedSearch:ai,,2026-06-13 09:59:10
249,LifeMap Sciences Limited,Senior DotNet Developer — GeneCards Suite (Hong Kong),skipped_reject,SavedSearch:ai,,2026-06-13 09:59:26
250,PressLogic Limited,Operations Manager (Internal AI Process & Business Operations),skipped_reject,SavedSearch:ai,,2026-06-13 09:59:40
251,Hong Kong Applied Science and Technology Research Institute Company Limited,"Deputy Director, Ecosystem and Channel",skipped_applied,SavedSearch:ai,,2026-06-13 09:59:40
252,SmartHire by SEEK,3D Designer / Visualiser wanted (CG rendering + AI generation),skipped_reject,SavedSearch:ai,,2026-06-13 09:59:51
253,JD.COM.INC,经营分析,skipped_reject,SavedSearch:ai,,2026-06-13 10:00:05
254,DigiSalad Solutions Limited,Digital Solutions Specialist / Business Development Executive,skipped_reject,SavedSearch:ai,,2026-06-13 10:00:16
255,Haifu Global (Hong Kong) Limited,Business Development and Operations Manager (Welcome fresh grad),skipped_reject,SavedSearch:ai,,2026-06-13 10:00:31
256,ST Partnership Limited,Data & AI Platform Lead  (Banking/ FSI),skipped_reject,SavedSearch:ai,,2026-06-13 10:00:48
257,Nan Fung Development Limited,Senior Manager - Information Technology,skipped_reject,SavedSearch:ai,,2026-06-13 10:00:59
258,TEKsystems,Senior Application Support Manager (Trading Systems),skipped_reject,SavedSearch:ai,,2026-06-13 10:01:14
259,Vita Green Health Products Company Limited,[ To Be Defined By You - Finance Talents ],skipped_reject,SavedSearch:ai,,2026-06-13 10:01:29
260,"ChineseRoad(HongKong)Co.,Limited",學校銷售總監,skipped_reject,SavedSearch:ai,,2026-06-13 10:01:41
261,Vita Green Health Products Company Limited,[ To Be Defined By You - E-commerce Experts ],skipped_reject,SavedSearch:ai,,2026-06-13 10:01:52
262,Industrial and Commercial Bank of China (Asia) Limited,"Manager to Senior Manager, Audit System and Data Analytics, IAD",skipped_reject,SavedSearch:ai,,2026-06-13 10:02:06
263,KPMG,"Manager / Associate Director, Data Architect, Transformation (MJ005882)",skipped_reject,SavedSearch:ai,,2026-06-13 10:02:22
264,Long Bridge Technology HK Limited,Business Development Manager (Trading System),skipped_reject,SavedSearch:ai,,2026-06-13 10:02:35
265,AIA Hong Kong,"Partner Service Management - Digital, Principal (Senior Manager)",skipped_reject,SavedSearch:ai,,2026-06-13 10:02:47
266,Employees Retraining Board,Senior Manager (Digital Technology and AI Governance) (Ref: SM(DTAI)-6/26),skipped_reject,SavedSearch:ai,,2026-06-13 10:03:03
267,Technological and Higher Education Institute of Hong Kong (THEi),Senior Lecturer (Master of Science in Digital Tourism and Hospitality Mgmt.),skipped_reject,SavedSearch:ai,,2026-06-13 10:03:16
268,Lalamove,Senior Data Analyst,skipped_reject,SavedSearch:ai,,2026-06-13 10:03:29
269,APJ Software (Hong Kong) Company Limited,Banking Systems Architect,skipped_reject,SavedSearch:ai,,2026-06-13 10:03:42
270,Continuous Technologies International Ltd,Project Manager - Contact Center Solutions,skipped_reject,SavedSearch:ai,,2026-06-13 10:03:53
271,Beehire Personnel Limited,"FSI, DevOps Engineer, in house, At least 2 Months Bonus",skipped_reject,SavedSearch:ai,,2026-06-13 10:04:05
272,Beijing Normal-Hong Kong Baptist University (BNBU),Professor/Associate Professor/Assistant Professor in Statistics,skipped_reject,SavedSearch:ai,,2026-06-13 10:04:18
273,Long Bridge Technology HK Limited,Solutions Specialist - Brokerage system,skipped_reject,SavedSearch:ai,,2026-06-13 10:04:31
274,Technological and Higher Education Institute of Hong Kong (THEi),Professor / Associate Professor / Assistant Professor,skipped_reject,SavedSearch:ai,,2026-06-13 10:04:41
275,Hong Kong College of Technology,Assistant Lecturer  (AI / Computer Science),skipped_reject,SavedSearch:ai,,2026-06-13 10:04:52
276,Equal Rich Enterprise Limited,IoT Project Manager - Smart Building Solutions,skipped_reject,SavedSearch:ai,,2026-06-13 10:05:02
277,ATAL Technologies Limited,Engineer - IoT Project Execution (Ref: ATEC/SE),skipped_reject,SavedSearch:ai,,2026-06-13 10:05:20
278,Red Begonia Limited,Senior Software Developer (Card Processor),skipped_reject,SavedSearch:ai,,2026-06-13 10:05:32
279,Career International AP (Hong Kong) Limited,Senior Quality Assurance Officer (AI medical company),skipped_reject,SavedSearch:ai,,2026-06-13 10:05:45
280,Li & Fung (Trading) Ltd,Senior Manager - IT Product & Customer Success (PLM / AI Design),skipped_reject,SavedSearch:ai,,2026-06-13 10:06:00
281,Nan Fung Development Limited,Solutions Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 10:06:13
282,EY,FS Tax - Front-end/ Full-Stack Developer - Senior - Hong Kong,skipped_reject,SavedSearch:ai,,2026-06-13 10:06:29
283,N2N-AFE (Hong Kong) Limited,Assistant Technical Operations Manager (DevOps & Automation Focus),skipped_reject,SavedSearch:ai,,2026-06-13 10:06:46
284,WallStone Partners & Company Limited,"Specialist, Digital Delivery & Transformation",skipped_reject,SavedSearch:ai,,2026-06-13 10:07:05
285,Bank of China (Hong Kong) Limited,Senior Application Development Manager (Cloud Platform Design and Development),skipped_reject,SavedSearch:ai,,2026-06-13 10:07:18
286,Bank of China (Hong Kong) Limited,Audit Manager (Data Analytics),skipped_reject,SavedSearch:ai,,2026-06-13 10:07:31
287,WallStone Partners & Company Limited,DevOps Technical Project Manager,skipped_reject,SavedSearch:ai,,2026-06-13 10:07:47
288,OneAsia Network Limited,AI System Engineer (Cyberport site),skipped_reject,SavedSearch:ai,,2026-06-13 10:07:59
289,Datawords Hong Kong Limited,Digital Marketing Team Lead,skipped_reject,SavedSearch:ai,,2026-06-13 10:08:14
290,Tongee Medical Global (Hong Kong) Limited,Senior R&D Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 10:08:35
291,Hong Kong Applied Science and Technology Research Institute Company Limited,"Lead Engineer/ Senior Engineer/ Engineer, Front End Development",skipped_applied,SavedSearch:ai,,2026-06-13 10:08:35
292,Gopher Redwoods Asset Management Limited,Research Analyst (AI & Quantitative Oriented),skipped_reject,SavedSearch:ai,,2026-06-13 10:08:49
293,香港润江智算科技有限公司,HR Executive / HR Officer (Fresh Graduates Welcome),skipped_reject,SavedSearch:ai,,2026-06-13 10:08:59
294,Datawords Hong Kong Limited,Senior Business Developer,skipped_reject,SavedSearch:ai,,2026-06-13 10:09:29
295,Saka Saka Limited,Business Analyst – Commercial Planning & Analytics,skipped_reject,SavedSearch:ai,,2026-06-13 10:09:41
296,EPC Solutions (Hong Kong) Limited,Forward Deployed Engineer / 前線部署工程師,skipped_reject,SavedSearch:ai,,2026-06-13 10:09:56
297,Nicoll Curtin Technology (HK) Limited,"Sales Director, FSI",skipped_reject,SavedSearch:ai,,2026-06-13 10:10:06
298,Bank of China (Hong Kong) Limited,Senior / Credit Risk Manager (Credit Model Management),skipped_reject,SavedSearch:ai,,2026-06-13 10:10:22
299,Meinhardt Consulting Engineers,Executive Engineers / Senior Engineers / Engineers (Structural / Geotechnical),skipped_reject,SavedSearch:ai,,2026-06-13 10:10:33
300,Advance Focus,Senior SEO Specialist / SEO Specialist,skipped_reject,SavedSearch:ai,,2026-06-13 10:10:45
301,Cannex.AI,Professional Consultant (Big 4 Audit Experience is a Must | AI Savvy),skipped_reject,SavedSearch:ai,,2026-06-13 10:10:59
302,CYC MOTOR LTD,IT Supervisor,skipped_reject,SavedSearch:ai,,2026-06-13 10:11:12
303,GoAnimate Hong Kong Limited,Vice President / Head of Product,skipped_reject,SavedSearch:ai,,2026-06-13 10:11:25
304,SmartHire by SEEK,"3D Designer / 3D Artist - up to HK$45,000 + Double Pay!",skipped_reject,SavedSearch:ai,,2026-06-13 10:11:38
305,DYXnet Limited,"Sales Manager - Wholesales Carrier, International Business",skipped_reject,SavedSearch:ai,,2026-06-13 10:11:51
306,Beijing Normal-Hong Kong Baptist University (BNBU),Senior Academic Faculty Position,skipped_reject,SavedSearch:ai,,2026-06-13 10:12:06
307,Michael Page International (HK) Ltd,Security Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 10:12:22
308,Swire Coca-Cola HK Ltd,"Commercial Leadership Manager, Customer Performance & Insight",skipped_reject,SavedSearch:ai,,2026-06-13 10:12:33
309,CITIC Futures International Company Limited,System & Project Specialist 應用系統崗,skipped_reject,SavedSearch:ai,,2026-06-13 10:12:49
310,HKU School of Professional & Continuing Education,College Lecturer (Mathematics & Sciences) in the Community College,skipped_reject,SavedSearch:ai,,2026-06-13 10:13:00
311,Miss Amara,Photographer/Videographer and AI editor,skipped_reject,SavedSearch:ai,,2026-06-13 10:13:18
312,Beijing Normal-Hong Kong Baptist University (BNBU),Professor/Associate/Assistant Professor/Lecturer in Environmental Science,skipped_reject,SavedSearch:ai,,2026-06-13 10:13:29
313,Buyandship Limited,(Senior) Product Designer,skipped_reject,SavedSearch:ai,,2026-06-13 10:13:42
314,Bank of China (Hong Kong) Limited,(Senior/Deputy) Digital Finance Manager,skipped_reject,SavedSearch:ai,,2026-06-13 10:13:54
315,SmartHire by SEEK,Personal Assistant,skipped_reject,SavedSearch:ai,,2026-06-13 10:14:04
316,Buyandship Limited,Senior Backend Engineer – Golang Required,skipped_reject,SavedSearch:ai,,2026-06-13 10:14:17
317,Beijing Normal-Hong Kong Baptist University (BNBU),Professor/Associate/Assistant Professor in Applied Mathematics,skipped_applied,SavedSearch:ai,,2026-06-13 10:14:17
318,Media OutReach Limited,"Corporate Business Development Manager, Greater China",skipped_reject,SavedSearch:ai,,2026-06-13 10:14:30
319,ABC Digital Agency Limited,SEO Manager,skipped_reject,SavedSearch:ai,,2026-06-13 10:14:48
320,SmartHire by SEEK,"Executive Officer, MD Office",skipped_reject,SavedSearch:ai,,2026-06-13 10:15:01
321,H Properties Limited,"Senior Officer, IT",skipped_reject,SavedSearch:ai,,2026-06-13 10:15:15
322,Citibank (Hong Kong) Limited,Senior Algorithmic Trading & SOR Software Engineer (Senior Vice President),skipped_reject,SavedSearch:ai,,2026-06-13 10:15:31
323,Happy Life Education Foundation Limited,Secondary School Computer Science Teacher,skipped_reject,SavedSearch:ai,,2026-06-13 10:15:42
324,Watchdog Limited,Assistant IT Manager / IT Officer (Full Time / Part Time),skipped_reject,SavedSearch:ai,,2026-06-13 10:15:55
325,Vita Green Health Products Company Limited,[ To Be Defined By You - HR Professionals ],skipped_reject,SavedSearch:ai,,2026-06-13 10:16:07
326,Lotus Asset Management Limited,Equity Research Analyst,skipped_reject,SavedSearch:ai,,2026-06-13 10:16:21
327,Easy View Technology International Limited,Business Development Specialist,skipped_reject,SavedSearch:ai,,2026-06-13 10:16:34
328,The Great Eagle Co Ltd,Head of AI & Data,skipped_reject,SavedSearch:ai,,2026-06-13 10:16:50
329,Saka Saka Limited,Strategic Planning & Business Analytics Manager,skipped_reject,SavedSearch:ai,,2026-06-13 10:17:05
330,Gopher Redwoods Asset Management Limited,AI ETF Investment Manager / ETF Portfolio Manager,skipped_reject,SavedSearch:ai,,2026-06-13 10:17:15
331,Oasis VR Labs Limited,Senior Gameplay Programmer,skipped_reject,SavedSearch:ai,,2026-06-13 10:17:28
332,Chamber of Young Snow Company Limited,Marketing Manager,skipped_reject,SavedSearch:ai,,2026-06-13 10:17:39
333,HSM Industrial Solution Company Limited,Digital Business Analyst,skipped_reject,SavedSearch:ai,,2026-06-13 10:17:53
334,Ralph Lauren,"Head of Clienteling & CIX, APAC",skipped_reject,SavedSearch:ai,,2026-06-13 10:18:05
335,Automated Systems (HK) Ltd,Senior Consulting Manager / Consulting Manager,skipped_reject,SavedSearch:ai,,2026-06-13 10:18:16
336,TEKsystems,Business Analyst / Assistant Project Manager - AI Digital,skipped_reject,SavedSearch:ai,,2026-06-13 10:18:29
337,Manpower Services (Hong Kong) Limited,Supplier Development & Procurement Manager (IT Assets - AI Hardware),skipped_reject,SavedSearch:ai,,2026-06-13 10:18:41
338,Sparkle Studios Limited,Long-Form Video Editor – Izzy Sealey,skipped_reject,SavedSearch:ai,,2026-06-13 10:18:54
339,Google (Hong Kong) Limited,"Customer Engineer, Practice AI, Google Cloud",skipped_reject,SavedSearch:ai,,2026-06-13 10:19:11
340,CMB International Capital Corporation Limited,Senior Data Warehouse Manager (IT),skipped_reject,SavedSearch:ai,,2026-06-13 10:19:23
341,Robert Half Hong Kong Limited,Data Scientist (Regional role I Perm I 40k),skipped_reject,SavedSearch:ai,,2026-06-13 10:19:39
342,Fabcom Limited,Associate Creative Director (Art Base),skipped_reject,SavedSearch:ai,,2026-06-13 10:19:59
343,Citibank (Hong Kong) Limited,VP Quantitative Developer,skipped_reject,SavedSearch:ai,,2026-06-13 10:20:16
344,Hong Kong Quantum AI Lab Limited,Senior Product Manager (AI for Science / Battery R&D Platform),skipped_reject,SavedSearch:ai,,2026-06-13 10:20:28
345,Crystal International Group Limited,Manager - AI Scientist,skipped_reject,SavedSearch:ai,,2026-06-13 10:20:39
346,TEKsystems,AI Engineer (Investment Banking),skipped_reject,SavedSearch:ai,,2026-06-13 10:20:56
347,TEKsystems,Copilot SME AI Engineer – Transform Enterprise AI,skipped_reject,SavedSearch:ai,,2026-06-13 10:21:07
348,Michael Page International (HK) Ltd,"Principal Engineer (Java, Python OR Scala)",skipped_reject,SavedSearch:ai,,2026-06-13 10:21:19
349,TransUnion Limited,"Business Analyst, Consumer Interactive",skipped_reject,SavedSearch:ai,,2026-06-13 10:21:31
350,Rise Associates Asia Limited,Regional Business Analyst (AI Solution) - 1-year Contract,skipped_reject,SavedSearch:ai,,2026-06-13 10:21:43
351,Morgan Stanley Asia Limited,"Applied AI Lead, Executive Director, Enterprise Technology Services",skipped_applied,SavedSearch:ai,,2026-06-13 10:21:44
352,China Resources Property Management Limited,AI應用高級經理,skipped_reject,SavedSearch:ai,,2026-06-13 10:21:56
353,Hutchison Telecommunications (Hong Kong) Limited,Senior / Multimedia Designer,skipped_reject,SavedSearch:ai,,2026-06-13 10:22:07
354,Bank of China (Hong Kong) Limited,(Senior) Technology Risk Manager (Artificial Intelligence),skipped_reject,SavedSearch:ai,,2026-06-13 10:22:18
355,S.F. Express (Hong Kong) Ltd,Business Analyst Manager / Assistant Manager,skipped_reject,SavedSearch:ai,,2026-06-13 10:22:30
356,Spark Education (Hong Kong) Limited,AI Solutions Architect,skipped_reject,SavedSearch:ai,,2026-06-13 10:22:43
357,NCSI (HK) Limited,Consultant (AI Application),skipped_reject,SavedSearch:ai,,2026-06-13 10:22:59
358,Medialink Entertainment Limited,AI Analyst,skipped_reject,SavedSearch:ai,,2026-06-13 10:23:11
359,Kingsway Personnel Ltd,Japanese Speaking IT Manager (~70K),skipped_reject,SavedSearch:ai,,2026-06-13 10:23:26
360,APJ Software (Hong Kong) Company Limited,R&D Lead (Banking Technology),skipped_reject,SavedSearch:ai,,2026-06-13 10:23:41
361,Saka Saka Limited,"Assistant Brand Manager – Japanese Brands (Toys, Collectibles & TCG)",skipped_reject,SavedSearch:ai,,2026-06-13 10:24:01
362,Q P Group Holdings Limited,Senior PE Manager (Manufacturing),skipped_reject,SavedSearch:ai,,2026-06-13 10:24:17
